序号,时间/s,转速/rpm,扭矩/N·m,油门/%,电流/A,电压/V,电量/%,温度/℃
557,56.6,2000,20,0.2,20,250,0.2,20
558,56.7,6000,60,0.6,40,300,0.6,60
559,56.8,2000,20,0.2,20,250,0.2,20
560,56.9,6000,60,0.6,40,300,0.6,60
561,57.0,2000,20,0.2,20,250,0.2,20
562,57.1,6000,60,0.6,40,300,0.6,60
563,57.2,2000,20,0.2,20,250,0.2,20
564,57.3,6000,60,0.6,40,300,0.6,60
565,57.4,2000,20,0.2,20,250,0.2,20
566,57.5,6000,60,0.6,40,300,0.6,60
567,57.6,2000,20,0.2,20,250,0.2,20
568,57.7,6000,60,0.6,40,300,0.6,60
569,57.8,2000,20,0.2,20,250,0.2,20
570,57.9,6000,60,0.6,40,300,0.6,60
571,58.0,2000,20,0.2,20,250,0.2,20
572,58.1,6000,60,0.6,40,300,0.6,60
573,58.2,2000,20,0.2,20,250,0.2,20
574,58.3,6000,60,0.6,40,300,0.6,60
575,58.4,2000,20,0.2,20,250,0.2,20
576,58.5,6000,60,0.6,40,300,0.6,60
577,58.6,2000,20,0.2,20,250,0.2,20
578,58.7,6000,60,0.6,40,300,0.6,60
579,58.8,2000,20,0.2,20,250,0.2,20
580,58.9,6000,60,0.6,40,300,0.6,60
581,59.0,2000,20,0.2,20,250,0.2,20
582,59.1,6000,60,0.6,40,300,0.6,60
583,59.2,2000,20,0.2,20,250,0.2,20
584,59.3,6000,60,0.6,40,300,0.6,60
585,59.4,2000,20,0.2,20,250,0.2,20
586,59.5,6000,60,0.6,40,300,0.6,60
587,59.6,2000,20,0.2,20,250,0.2,20
588,59.7,6000,60,0.6,40,300,0.6,60
589,59.8,2000,20,0.2,20,250,0.2,20
590,59.9,6000,60,0.6,40,300,0.6,60
591,60.0,2000,20,0.2,20,250,0.2,20
592,60.1,6000,60,0.6,40,300,0.6,60
593,60.2,2000,20,0.2,20,250,0.2,20
594,60.3,6000,60,0.6,40,300,0.6,60
595,60.4,2000,20,0.2,20,250,0.2,20
596,60.5,6000,60,0.6,40,300,0.6,60
597,60.6,2000,20,0.2,20,250,0.2,20
598,60.7,6000,60,0.6,40,300,0.6,60
599,60.8,2000,20,0.2,20,250,0.2,20
600,60.9,6000,60,0.6,40,300,0.6,60
601,61.0,2000,20,0.2,20,250,0.2,20
602,61.1,6000,60,0.6,40,300,0.6,60
603,61.2,2000,20,0.2,20,250,0.2,20
604,61.3,6000,60,0.6,40,300,0.6,60
605,61.4,2000,20,0.2,20,250,0.2,20
606,61.5,6000,60,0.6,40,300,0.6,60
607,61.6,2000,20,0.2,20,250,0.2,20
608,61.7,6000,60,0.6,40,300,0.6,60
609,61.8,2000,20,0.2,20,250,0.2,20
610,61.9,6000,60,0.6,40,300,0.6,60
611,62.0,2000,20,0.2,20,250,0.2,20
612,62.1,6000,60,0.6,40,300,0.6,60
613,62.2,2000,20,0.2,20,250,0.2,20
614,62.3,6000,60,0.6,40,300,0.6,60
615,62.4,2000,20,0.2,20,250,0.2,20
616,62.5,6000,60,0.6,40,300,0.6,60
617,62.6,2000,20,0.2,20,250,0.2,20
618,62.7,6000,60,0.6,40,300,0.6,60
619,62.8,2000,20,0.2,20,250,0.2,20
620,62.9,6000,60,0.6,40,300,0.6,60
621,63.0,2000,20,0.2,20,250,0.2,20
622,63.1,6000,60,0.6,40,300,0.6,60
623,63.2,2000,20,0.2,20,250,0.2,20
624,63.3,6000,60,0.6,40,300,0.6,60
625,63.4,2000,20,0.2,20,250,0.2,20
626,63.5,6000,60,0.6,40,300,0.6,60
627,63.6,2000,20,0.2,20,250,0.2,20
628,63.7,6000,60,0.6,40,300,0.6,60
629,63.8,2000,20,0.2,20,250,0.2,20
630,63.9,6000,60,0.6,40,300,0.6,60
631,64.0,2000,20,0.2,20,250,0.2,20
632,64.1,6000,60,0.6,40,300,0.6,60
633,64.2,2000,20,0.2,20,250,0.2,20
634,64.3,6000,60,0.6,40,300,0.6,60
635,64.4,2000,20,0.2,20,250,0.2,20
636,64.5,6000,60,0.6,40,300,0.6,60
637,64.6,2000,20,0.2,20,250,0.2,20
638,64.7,6000,60,0.6,40,300,0.6,60
639,64.8,2000,20,0.2,20,250,0.2,20
640,64.9,6000,60,0.6,40,300,0.6,60
641,65.0,2000,20,0.2,20,250,0.2,20
642,65.1,6000,60,0.6,40,300,0.6,60
643,65.2,2000,20,0.2,20,250,0.2,20
644,65.3,6000,60,0.6,40,300,0.6,60
645,65.4,2000,20,0.2,20,250,0.2,20
646,65.5,6000,60,0.6,40,300,0.6,60
647,65.6,2000,20,0.2,20,250,0.2,20
648,65.7,6000,60,0.6,40,300,0.6,60
649,65.8,2000,20,0.2,20,250,0.2,20
650,65.9,6000,60,0.6,40,300,0.6,60
651,66.0,2000,20,0.2,20,250,0.2,20
652,66.1,6000,60,0.6,40,300,0.6,60
653,66.2,2000,20,0.2,20,250,0.2,20
654,66.3,6000,60,0.6,40,300,0.6,60
655,66.4,2000,20,0.2,20,250,0.2,20
656,66.5,6000,60,0.6,40,300,0.6,60
657,66.6,2000,20,0.2,20,250,0.2,20
658,66.7,6000,60,0.6,40,300,0.6,60
659,66.8,2000,20,0.2,20,250,0.2,20
660,66.9,6000,60,0.6,40,300,0.6,60
661,67.0,2000,20,0.2,20,250,0.2,20
662,67.1,6000,60,0.6,40,300,0.6,60
663,67.2,2000,20,0.2,20,250,0.2,20
664,67.3,6000,60,0.6,40,300,0.6,60
665,67.4,2000,20,0.2,20,250,0.2,20
666,67.5,6000,60,0.6,40,300,0.6,60
667,67.6,2000,20,0.2,20,250,0.2,20
668,67.7,6000,60,0.6,40,300,0.6,60
669,67.8,2000,20,0.2,20,250,0.2,20
670,67.9,6000,60,0.6,40,300,0.6,60
671,68.0,2000,20,0.2,20,250,0.2,20
672,68.1,6000,60,0.6,40,300,0.6,60
673,68.2,2000,20,0.2,20,250,0.2,20
674,68.3,6000,60,0.6,40,300,0.6,60
675,68.4,2000,20,0.2,20,250,0.2,20
676,68.5,6000,60,0.6,40,300,0.6,60
677,68.6,2000,20,0.2,20,250,0.2,20
678,68.7,6000,60,0.6,40,300,0.6,60
679,68.8,2000,20,0.2,20,250,0.2,20
680,68.9,6000,60,0.6,40,300,0.6,60
681,69.0,2000,20,0.2,20,250,0.2,20
682,69.1,6000,60,0.6,40,300,0.6,60
683,69.2,2000,20,0.2,20,250,0.2,20
684,69.3,6000,60,0.6,40,300,0.6,60
685,69.4,2000,20,0.2,20,250,0.2,20
686,69.5,6000,60,0.6,40,300,0.6,60
687,69.6,2000,20,0.2,20,250,0.2,20
688,69.7,6000,60,0.6,40,300,0.6,60
689,69.8,2000,20,0.2,20,250,0.2,20
690,69.9,6000,60,0.6,40,300,0.6,60
691,70.0,2000,20,0.2,20,250,0.2,20
692,70.1,6000,60,0.6,40,300,0.6,60
693,70.2,2000,20,0.2,20,250,0.2,20
694,70.3,6000,60,0.6,40,300,0.6,60
695,70.4,2000,20,0.2,20,250,0.2,20
696,70.5,6000,60,0.6,40,300,0.6,60
697,70.6,2000,20,0.2,20,250,0.2,20
698,70.7,6000,60,0.6,40,300,0.6,60
699,70.8,2000,20,0.2,20,250,0.2,20
700,70.9,6000,60,0.6,40,300,0.6,60
701,71.0,2000,20,0.2,20,250,0.2,20
702,71.1,6000,60,0.6,40,300,0.6,60
703,71.2,2000,20,0.2,20,250,0.2,20
704,71.3,6000,60,0.6,40,300,0.6,60
705,71.4,2000,20,0.2,20,250,0.2,20
706,71.5,6000,60,0.6,40,300,0.6,60
707,71.6,2000,20,0.2,20,250,0.2,20
708,71.7,6000,60,0.6,40,300,0.6,60
709,71.8,2000,20,0.2,20,250,0.2,20
710,71.9,6000,60,0.6,40,300,0.6,60
711,72.0,2000,20,0.2,20,250,0.2,20
712,72.1,6000,60,0.6,40,300,0.6,60
713,72.2,2000,20,0.2,20,250,0.2,20
714,72.3,6000,60,0.6,40,300,0.6,60
715,72.4,2000,20,0.2,20,250,0.2,20
716,72.5,6000,60,0.6,40,300,0.6,60
717,72.6,2000,20,0.2,20,250,0.2,20
718,72.7,6000,60,0.6,40,300,0.6,60
719,72.8,2000,20,0.2,20,250,0.2,20
720,72.9,6000,60,0.6,40,300,0.6,60
721,73.0,2000,20,0.2,20,250,0.2,20
722,73.1,6000,60,0.6,40,300,0.6,60
723,73.2,2000,20,0.2,20,250,0.2,20
724,73.3,6000,60,0.6,40,300,0.6,60
725,73.4,2000,20,0.2,20,250,0.2,20
726,73.5,6000,60,0.6,40,300,0.6,60
727,73.6,2000,20,0.2,20,250,0.2,20
728,73.7,6000,60,0.6,40,300,0.6,60
729,73.8,2000,20,0.2,20,250,0.2,20
730,73.9,6000,60,0.6,40,300,0.6,60
731,74.0,2000,20,0.2,20,250,0.2,20
732,74.1,6000,60,0.6,40,300,0.6,60
733,74.2,2000,20,0.2,20,250,0.2,20
734,74.3,6000,60,0.6,40,300,0.6,60
735,74.4,2000,20,0.2,20,250,0.2,20
736,74.5,6000,60,0.6,40,300,0.6,60
737,74.6,2000,20,0.2,20,250,0.2,20
738,74.7,6000,60,0.6,40,300,0.6,60
739,74.8,2000,20,0.2,20,250,0.2,20
740,74.9,6000,60,0.6,40,300,0.6,60
741,75.0,2000,20,0.2,20,250,0.2,20
742,75.1,6000,60,0.6,40,300,0.6,60
743,75.2,2000,20,0.2,20,250,0.2,20
744,75.3,6000,60,0.6,40,300,0.6,60
745,75.4,2000,20,0.2,20,250,0.2,20
746,75.5,6000,60,0.6,40,300,0.6,60
747,75.6,2000,20,0.2,20,250,0.2,20
748,75.7,6000,60,0.6,40,300,0.6,60
749,75.8,2000,20,0.2,20,250,0.2,20
750,75.9,6000,60,0.6,40,300,0.6,60
751,76.0,2000,20,0.2,20,250,0.2,20
752,76.1,6000,60,0.6,40,300,0.6,60
753,76.2,2000,20,0.2,20,250,0.2,20
754,76.3,6000,60,0.6,40,300,0.6,60
755,76.4,2000,20,0.2,20,250,0.2,20
756,76.5,6000,60,0.6,40,300,0.6,60
757,76.6,2000,20,0.2,20,250,0.2,20
758,76.7,6000,60,0.6,40,300,0.6,60
759,76.8,2000,20,0.2,20,250,0.2,20
760,76.9,6000,60,0.6,40,300,0.6,60
761,77.0,2000,20,0.2,20,250,0.2,20
762,77.1,6000,60,0.6,40,300,0.6,60
763,77.2,2000,20,0.2,20,250,0.2,20
764,77.3,6000,60,0.6,40,300,0.6,60
765,77.4,2000,20,0.2,20,250,0.2,20
766,77.5,6000,60,0.6,40,300,0.6,60
767,77.6,2000,20,0.2,20,250,0.2,20
768,77.7,6000,60,0.6,40,300,0.6,60
769,77.8,2000,20,0.2,20,250,0.2,20
770,77.9,6000,60,0.6,40,300,0.6,60
771,78.0,2000,20,0.2,20,250,0.2,20
772,78.1,6000,60,0.6,40,300,0.6,60
773,78.2,2000,20,0.2,20,250,0.2,20
774,78.3,6000,60,0.6,40,300,0.6,60
775,78.4,2000,20,0.2,20,250,0.2,20
776,78.5,6000,60,0.6,40,300,0.6,60
777,78.6,2000,20,0.2,20,250,0.2,20
778,78.7,6000,60,0.6,40,300,0.6,60
779,78.8,2000,20,0.2,20,250,0.2,20
780,78.9,6000,60,0.6,40,300,0.6,60
781,79.0,2000,20,0.2,20,250,0.2,20
782,79.1,6000,60,0.6,40,300,0.6,60
783,79.2,2000,20,0.2,20,250,0.2,20
784,79.3,6000,60,0.6,40,300,0.6,60
785,79.4,2000,20,0.2,20,250,0.2,20
786,79.5,6000,60,0.6,40,300,0.6,60
787,79.6,2000,20,0.2,20,250,0.2,20
788,79.7,6000,60,0.6,40,300,0.6,60
789,79.8,2000,20,0.2,20,250,0.2,20
790,79.9,6000,60,0.6,40,300,0.6,60
791,80.0,2000,20,0.2,20,250,0.2,20
792,80.1,6000,60,0.6,40,300,0.6,60
793,80.2,2000,20,0.2,20,250,0.2,20
794,80.3,6000,60,0.6,40,300,0.6,60
795,80.4,2000,20,0.2,20,250,0.2,20
796,80.5,6000,60,0.6,40,300,0.6,60
797,80.6,2000,20,0.2,20,250,0.2,20
798,80.7,6000,60,0.6,40,300,0.6,60
799,80.8,2000,20,0.2,20,250,0.2,20
800,80.9,6000,60,0.6,40,300,0.6,60
801,81.0,2000,20,0.2,20,250,0.2,20
802,81.1,6000,60,0.6,40,300,0.6,60
803,81.2,2000,20,0.2,20,250,0.2,20
804,81.3,6000,60,0.6,40,300,0.6,60
805,81.4,2000,20,0.2,20,250,0.2,20
806,81.5,6000,60,0.6,40,300,0.6,60
807,81.6,2000,20,0.2,20,250,0.2,20
808,81.7,6000,60,0.6,40,300,0.6,60
809,81.8,2000,20,0.2,20,250,0.2,20
810,81.9,6000,60,0.6,40,300,0.6,60
811,82.0,2000,20,0.2,20,250,0.2,20
812,82.1,6000,60,0.6,40,300,0.6,60
813,82.2,2000,20,0.2,20,250,0.2,20
814,82.3,6000,60,0.6,40,300,0.6,60
815,82.4,2000,20,0.2,20,250,0.2,20
816,82.5,6000,60,0.6,40,300,0.6,60
817,82.6,2000,20,0.2,20,250,0.2,20
818,82.7,6000,60,0.6,40,300,0.6,60
819,82.8,2000,20,0.2,20,250,0.2,20
820,82.9,6000,60,0.6,40,300,0.6,60
821,83.0,2000,20,0.2,20,250,0.2,20
822,83.1,6000,60,0.6,40,300,0.6,60
823,83.2,2000,20,0.2,20,250,0.2,20
824,83.3,6000,60,0.6,40,300,0.6,60
825,83.4,2000,20,0.2,20,250,0.2,20
826,83.5,6000,60,0.6,40,300,0.6,60
827,83.6,2000,20,0.2,20,250,0.2,20
828,83.7,6000,60,0.6,40,300,0.6,60
829,83.8,2000,20,0.2,20,250,0.2,20
830,83.9,6000,60,0.6,40,300,0.6,60
831,84.0,2000,20,0.2,20,250,0.2,20
832,84.1,6000,60,0.6,40,300,0.6,60
833,84.2,2000,20,0.2,20,250,0.2,20
834,84.3,6000,60,0.6,40,300,0.6,60
835,84.4,2000,20,0.2,20,250,0.2,20
836,84.5,6000,60,0.6,40,300,0.6,60
837,84.6,2000,20,0.2,20,250,0.2,20
838,84.7,6000,60,0.6,40,300,0.6,60
839,84.8,2000,20,0.2,20,250,0.2,20
840,84.9,6000,60,0.6,40,300,0.6,60
841,85.0,2000,20,0.2,20,250,0.2,20
842,85.1,6000,60,0.6,40,300,0.6,60
843,85.2,2000,20,0.2,20,250,0.2,20
844,85.3,6000,60,0.6,40,300,0.6,60
845,85.4,2000,20,0.2,20,250,0.2,20
846,85.5,6000,60,0.6,40,300,0.6,60
847,85.6,2000,20,0.2,20,250,0.2,20
848,85.7,6000,60,0.6,40,300,0.6,60
849,85.8,2000,20,0.2,20,250,0.2,20
850,85.9,6000,60,0.6,40,300,0.6,60
851,86.0,2000,20,0.2,20,250,0.2,20
852,86.1,6000,60,0.6,40,300,0.6,60
853,86.2,2000,20,0.2,20,250,0.2,20
854,86.3,6000,60,0.6,40,300,0.6,60
855,86.4,2000,20,0.2,20,250,0.2,20
856,86.5,6000,60,0.6,40,300,0.6,60
857,86.6,2000,20,0.2,20,250,0.2,20
858,86.7,6000,60,0.6,40,300,0.6,60
859,86.8,2000,20,0.2,20,250,0.2,20
860,86.9,6000,60,0.6,40,300,0.6,60
861,87.0,2000,20,0.2,20,250,0.2,20
862,87.1,6000,60,0.6,40,300,0.6,60
863,87.2,2000,20,0.2,20,250,0.2,20
864,87.3,6000,60,0.6,40,300,0.6,60
865,87.4,2000,20,0.2,20,250,0.2,20
866,87.5,6000,60,0.6,40,300,0.6,60
867,87.6,2000,20,0.2,20,250,0.2,20
868,87.7,6000,60,0.6,40,300,0.6,60
869,87.8,2000,20,0.2,20,250,0.2,20
870,87.9,6000,60,0.6,40,300,0.6,60
871,88.0,2000,20,0.2,20,250,0.2,20
872,88.1,6000,60,0.6,40,300,0.6,60
873,88.2,2000,20,0.2,20,250,0.2,20
874,88.3,6000,60,0.6,40,300,0.6,60
875,88.4,2000,20,0.2,20,250,0.2,20
876,88.5,6000,60,0.6,40,300,0.6,60
877,88.6,2000,20,0.2,20,250,0.2,20
878,88.7,6000,60,0.6,40,300,0.6,60
879,88.8,2000,20,0.2,20,250,0.2,20
880,88.9,6000,60,0.6,40,300,0.6,60
881,89.0,2000,20,0.2,20,250,0.2,20
882,89.1,6000,60,0.6,40,300,0.6,60
883,89.2,2000,20,0.2,20,250,0.2,20
884,89.3,6000,60,0.6,40,300,0.6,60
885,89.4,2000,20,0.2,20,250,0.2,20
886,89.5,6000,60,0.6,40,300,0.6,60
887,89.6,2000,20,0.2,20,250,0.2,20
888,89.7,6000,60,0.6,40,300,0.6,60
889,89.8,2000,20,0.2,20,250,0.2,20
890,89.9,6000,60,0.6,40,300,0.6,60
891,90.0,2000,20,0.2,20,250,0.2,20
892,90.1,6000,60,0.6,40,300,0.6,60
893,90.2,2000,20,0.2,20,250,0.2,20
894,90.3,6000,60,0.6,40,300,0.6,60
895,90.4,2000,20,0.2,20,250,0.2,20
896,90.5,6000,60,0.6,40,300,0.6,60
897,90.6,2000,20,0.2,20,250,0.2,20
898,90.7,6000,60,0.6,40,300,0.6,60
899,90.8,2000,20,0.2,20,250,0.2,20
900,90.9,6000,60,0.6,40,300,0.6,60
901,91.0,2000,20,0.2,20,250,0.2,20
902,91.1,6000,60,0.6,40,300,0.6,60
903,91.2,2000,20,0.2,20,250,0.2,20
904,91.3,6000,60,0.6,40,300,0.6,60
905,91.4,2000,20,0.2,20,250,0.2,20
906,91.5,6000,60,0.6,40,300,0.6,60
907,91.6,2000,20,0.2,20,250,0.2,20
908,91.7,6000,60,0.6,40,300,0.6,60
909,91.8,2000,20,0.2,20,250,0.2,20
910,91.9,6000,60,0.6,40,300,0.6,60
911,92.0,2000,20,0.2,20,250,0.2,20
912,92.1,6000,60,0.6,40,300,0.6,60
913,92.2,2000,20,0.2,20,250,0.2,20
914,92.3,6000,60,0.6,40,300,0.6,60
915,92.4,2000,20,0.2,20,250,0.2,20
916,92.5,6000,60,0.6,40,300,0.6,60
917,92.6,2000,20,0.2,20,250,0.2,20
918,92.7,6000,60,0.6,40,300,0.6,60
919,92.8,2000,20,0.2,20,250,0.2,20
920,92.9,6000,60,0.6,40,300,0.6,60
921,93.0,2000,20,0.2,20,250,0.2,20
922,93.1,6000,60,0.6,40,300,0.6,60
923,93.2,2000,20,0.2,20,250,0.2,20
924,93.3,6000,60,0.6,40,300,0.6,60
925,93.4,2000,20,0.2,20,250,0.2,20
926,93.5,6000,60,0.6,40,300,0.6,60
927,93.6,2000,20,0.2,20,250,0.2,20
928,93.7,6000,60,0.6,40,300,0.6,60
929,93.8,2000,20,0.2,20,250,0.2,20
930,93.9,6000,60,0.6,40,300,0.6,60
931,94.0,2000,20,0.2,20,250,0.2,20
932,94.1,6000,60,0.6,40,300,0.6,60
933,94.2,2000,20,0.2,20,250,0.2,20
934,94.3,6000,60,0.6,40,300,0.6,60
935,94.4,2000,20,0.2,20,250,0.2,20
936,94.5,6000,60,0.6,40,300,0.6,60
937,94.6,2000,20,0.2,20,250,0.2,20
938,94.7,6000,60,0.6,40,300,0.6,60
939,94.8,2000,20,0.2,20,250,0.2,20
940,94.9,6000,60,0.6,40,300,0.6,60
941,95.0,2000,20,0.2,20,250,0.2,20
942,95.1,6000,60,0.6,40,300,0.6,60
943,95.2,2000,20,0.2,20,250,0.2,20
944,95.3,6000,60,0.6,40,300,0.6,60
945,95.4,2000,20,0.2,20,250,0.2,20
946,95.5,6000,60,0.6,40,300,0.6,60
947,95.6,2000,20,0.2,20,250,0.2,20
948,95.7,6000,60,0.6,40,300,0.6,60
949,95.8,2000,20,0.2,20,250,0.2,20
950,95.9,6000,60,0.6,40,300,0.6,60
951,96.0,2000,20,0.2,20,250,0.2,20
952,96.1,6000,60,0.6,40,300,0.6,60
953,96.2,2000,20,0.2,20,250,0.2,20
954,96.3,6000,60,0.6,40,300,0.6,60
955,96.4,2000,20,0.2,20,250,0.2,20
956,96.5,6000,60,0.6,40,300,0.6,60
957,96.6,2000,20,0.2,20,250,0.2,20
958,96.7,6000,60,0.6,40,300,0.6,60
959,96.8,2000,20,0.2,20,250,0.2,20
960,96.9,6000,60,0.6,40,300,0.6,60
961,97.0,2000,20,0.2,20,250,0.2,20
962,97.1,6000,60,0.6,40,300,0.6,60
963,97.2,2000,20,0.2,20,250,0.2,20
964,97.3,6000,60,0.6,40,300,0.6,60
965,97.4,2000,20,0.2,20,250,0.2,20
966,97.5,6000,60,0.6,40,300,0.6,60
967,97.6,2000,20,0.2,20,250,0.2,20
968,97.7,6000,60,0.6,40,300,0.6,60
969,97.8,2000,20,0.2,20,250,0.2,20
970,97.9,6000,60,0.6,40,300,0.6,60
971,98.0,2000,20,0.2,20,250,0.2,20
972,98.1,6000,60,0.6,40,300,0.6,60
973,98.2,2000,20,0.2,20,250,0.2,20
974,98.3,6000,60,0.6,40,300,0.6,60
975,98.4,2000,20,0.2,20,250,0.2,20
976,98.5,6000,60,0.6,40,300,0.6,60
977,98.6,2000,20,0.2,20,250,0.2,20
978,98.7,6000,60,0.6,40,300,0.6,60
979,98.8,2000,20,0.2,20,250,0.2,20
980,98.9,6000,60,0.6,40,300,0.6,60
981,99.0,2000,20,0.2,20,250,0.2,20
982,99.1,6000,60,0.6,40,300,0.6,60
983,99.2,2000,20,0.2,20,250,0.2,20
984,99.3,6000,60,0.6,40,300,0.6,60
985,99.4,2000,20,0.2,20,250,0.2,20
986,99.5,6000,60,0.6,40,300,0.6,60
987,99.6,2000,20,0.2,20,250,0.2,20
988,99.7,6000,60,0.6,40,300,0.6,60
989,99.8,2000,20,0.2,20,250,0.2,20
990,99.9,6000,60,0.6,40,300,0.6,60
991,100.0,2000,20,0.2,20,250,0.2,20
992,100.1,6000,60,0.6,40,300,0.6,60
993,100.2,2000,20,0.2,20,250,0.2,20
994,100.3,6000,60,0.6,40,300,0.6,60
995,100.4,2000,20,0.2,20,250,0.2,20
996,100.5,6000,60,0.6,40,300,0.6,60
997,100.6,2000,20,0.2,20,250,0.2,20
998,100.7,6000,60,0.6,40,300,0.6,60
999,100.8,2000,20,0.2,20,250,0.2,20
1000,100.9,6000,60,0.6,40,300,0.6,60
1001,101.0,2000,20,0.2,20,250,0.2,20
1002,101.1,6000,60,0.6,40,300,0.6,60
1003,101.2,2000,20,0.2,20,250,0.2,20
1004,101.3,6000,60,0.6,40,300,0.6,60
1005,101.4,2000,20,0.2,20,250,0.2,20
1006,101.5,6000,60,0.6,40,300,0.6,60
1007,101.6,2000,20,0.2,20,250,0.2,20
1008,101.7,6000,60,0.6,40,300,0.6,60
1009,101.8,2000,20,0.2,20,250,0.2,20
1010,101.9,6000,60,0.6,40,300,0.6,60
1011,102.0,2000,20,0.2,20,250,0.2,20
1012,102.1,6000,60,0.6,40,300,0.6,60
1013,102.2,2000,20,0.2,20,250,0.2,20
1014,102.3,6000,60,0.6,40,300,0.6,60
1015,102.4,2000,20,0.2,20,250,0.2,20
1016,102.5,6000,60,0.6,40,300,0.6,60
1017,102.6,2000,20,0.2,20,250,0.2,20
1018,102.7,6000,60,0.6,40,300,0.6,60
1019,102.8,2000,20,0.2,20,250,0.2,20
1020,102.9,6000,60,0.6,40,300,0.6,60
1021,103.0,2000,20,0.2,20,250,0.2,20
1022,103.1,6000,60,0.6,40,300,0.6,60
1023,103.2,2000,20,0.2,20,250,0.2,20
1024,103.3,6000,60,0.6,40,300,0.6,60
1025,103.4,2000,20,0.2,20,250,0.2,20
1026,103.5,6000,60,0.6,40,300,0.6,60
1027,103.6,2000,20,0.2,20,250,0.2,20
1028,103.7,6000,60,0.6,40,300,0.6,60
1029,103.8,2000,20,0.2,20,250,0.2,20
1030,103.9,6000,60,0.6,40,300,0.6,60
1031,104.0,2000,20,0.2,20,250,0.2,20
1032,104.1,6000,60,0.6,40,300,0.6,60
1033,104.2,2000,20,0.2,20,250,0.2,20
1034,104.3,6000,60,0.6,40,300,0.6,60
1035,104.4,2000,20,0.2,20,250,0.2,20
1036,104.5,6000,60,0.6,40,300,0.6,60
1037,104.6,2000,20,0.2,20,250,0.2,20
1038,104.7,6000,60,0.6,40,300,0.6,60
1039,104.8,2000,20,0.2,20,250,0.2,20
1040,104.9,6000,60,0.6,40,300,0.6,60
1041,105.0,2000,20,0.2,20,250,0.2,20
1042,105.1,6000,60,0.6,40,300,0.6,60
1043,105.2,2000,20,0.2,20,250,0.2,20
1044,105.3,6000,60,0.6,40,300,0.6,60
1045,105.4,2000,20,0.2,20,250,0.2,20
1046,105.5,6000,60,0.6,40,300,0.6,60
1047,105.6,2000,20,0.2,20,250,0.2,20
1048,105.7,6000,60,0.6,40,300,0.6,60
1049,105.8,2000,20,0.2,20,250,0.2,20
1050,105.9,6000,60,0.6,40,300,0.6,60
1051,106.0,2000,20,0.2,20,250,0.2,20
1052,106.1,6000,60,0.6,40,300,0.6,60
1053,106.2,2000,20,0.2,20,250,0.2,20
1054,106.3,6000,60,0.6,40,300,0.6,60
1055,106.4,2000,20,0.2,20,250,0.2,20
1056,106.5,6000,60,0.6,40,300,0.6,60
1057,106.6,2000,20,0.2,20,250,0.2,20
1058,106.7,6000,60,0.6,40,300,0.6,60
1059,106.8,2000,20,0.2,20,250,0.2,20
1060,106.9,6000,60,0.6,40,300,0.6,60
1061,107.0,2000,20,0.2,20,250,0.2,20
1062,107.1,6000,60,0.6,40,300,0.6,60
1063,107.2,2000,20,0.2,20,250,0.2,20
1064,107.3,6000,60,0.6,40,300,0.6,60
1065,107.4,2000,20,0.2,20,250,0.2,20
1066,107.5,6000,60,0.6,40,300,0.6,60
1067,107.6,2000,20,0.2,20,250,0.2,20
1068,107.7,6000,60,0.6,40,300,0.6,60
1069,107.8,2000,20,0.2,20,250,0.2,20
1070,107.9,6000,60,0.6,40,300,0.6,60
1071,108.0,2000,20,0.2,20,250,0.2,20
1072,108.1,6000,60,0.6,40,300,0.6,60
1073,108.2,2000,20,0.2,20,250,0.2,20
1074,108.3,6000,60,0.6,40,300,0.6,60
1075,108.4,2000,20,0.2,20,250,0.2,20
1076,108.5,6000,60,0.6,40,300,0.6,60
1077,108.6,2000,20,0.2,20,250,0.2,20
1078,108.7,6000,60,0.6,40,300,0.6,60
1079,108.8,2000,20,0.2,20,250,0.2,20
1080,108.9,6000,60,0.6,40,300,0.6,60
1081,109.0,2000,20,0.2,20,250,0.2,20
1082,109.1,6000,60,0.6,40,300,0.6,60
1083,109.2,2000,20,0.2,20,250,0.2,20
1084,109.3,6000,60,0.6,40,300,0.6,60
1085,109.4,2000,20,0.2,20,250,0.2,20
1086,109.5,6000,60,0.6,40,300,0.6,60
1087,109.6,2000,20,0.2,20,250,0.2,20
1088,109.7,6000,60,0.6,40,300,0.6,60
1089,109.8,2000,20,0.2,20,250,0.2,20
1090,109.9,6000,60,0.6,40,300,0.6,60
1091,110.0,2000,20,0.2,20,250,0.2,20
1092,110.1,6000,60,0.6,40,300,0.6,60
1093,110.2,2000,20,0.2,20,250,0.2,20
1094,110.3,6000,60,0.6,40,300,0.6,60
1095,110.4,2000,20,0.2,20,250,0.2,20
1096,110.5,6000,60,0.6,40,300,0.6,60
1097,110.6,2000,20,0.2,20,250,0.2,20
1098,110.7,6000,60,0.6,40,300,0.6,60
1099,110.8,2000,20,0.2,20,250,0.2,20
1100,110.9,6000,60,0.6,40,300,0.6,60
1101,111.0,2000,20,0.2,20,250,0.2,20
1102,111.1,6000,60,0.6,40,300,0.6,60
1103,111.2,2000,20,0.2,20,250,0.2,20
1104,111.3,6000,60,0.6,40,300,0.6,60
1105,111.4,2000,20,0.2,20,250,0.2,20
1106,111.5,6000,60,0.6,40,300,0.6,60
1107,111.6,2000,20,0.2,20,250,0.2,20
1108,111.7,6000,60,0.6,40,300,0.6,60
1109,111.8,2000,20,0.2,20,250,0.2,20
